,title,year,doi
549,a quantitative analysis of f-actin features and distribution in fluorescence microscopy images to distinguish cells with different modes of motility,2013,10.1109/EMBC.2013.6609456
550,multi-channels statistical and morphological features based mitosis detection in breast cancer histopathology,2013,10.1109/EMBC.2013.6610942
551,cell nuclei segmentation in fluorescence microscopy images using inter- and intra-region discriminative information,2013,10.1109/EMBC.2013.6610941
552,quantitative analysis of peri-tumor tissue elasticity based on shear-wave elastography for breast tumor classification,2013,10.1109/EMBC.2013.6609704
553,quantitative analysis of lymphocytes morphology and motion in intravital microscopic images,2013,10.1109/EMBC.2013.6610343
554,automated detection of malaria in giemsa-stained thin blood smears,2013,10.1109/EMBC.2013.6610346
556,colon cancer diagnosis on digital tissue images,2013,10.1109/ICCCyb.2013.6617580
557,an automatic mitosis detection method for breast cancer histopathology slide images based on objective and pixel-wise textural features classification,2013,10.1109/IKT.2013.6620101
558,"exploration of genomic, proteomic, and histopathological image data integration methods for clinical prediction",2013,10.1109/ChinaSIP.2013.6625340
560,parameter assisted he colored tissue image classification,2013,10.1109/INES.2013.6632811
561,symmetry-based detection of nuclei in microscopy images,2013,10.1109/ICASSP.2013.6637826
564,image analysis platform for yeast biologists,2013,10.1109/ICABME.2013.6648858
565,preliminary results of breast cancer cell classifying based on gray-level co-occurrence matrix,2013,10.1109/BMEiCon.2013.6687634
566,development algorithm to count blood cells in urine sediment using ann and hough transform,2013,10.1109/BMEiCon.2013.6687725
567,hybrid segmentation of breast cancer cell images using a new fuzzy active contour model and an enhanced watershed method,2013,10.1109/CoDIT.2013.6689575
568,in-situ holography microscopy of plankton and particles over the continental shelf of senegal,2013,10.1109/SYMPOL.2013.6701926
569,collagen structures in pericardium and aortic heart valves and their significance for tissue engineering,2013,10.1109/EHB.2013.6707382
570,hog descriptor based registration (a new image registration technique),2013,10.1109/ICACT.2013.6710513
571,histopathological prostate tissue glands segmentation for automated diagnosis,2013,10.1109/AEECT.2013.6716471
572,the research of medical microscopic image mosaic based on the algorithm of surf,2013,10.1109/ICCWAMTIP.2013.6716591
575,high-performance computational analysis of glioblastoma pathology images with database support identifies molecular and survival correlates,2013,10.1109/BIBM.2013.6732495
576,automatic working area localization in blood smear microscopic images using machine learning algorithms,2013,10.1109/BIBM.2013.6732733
577,detection of microfilariae in peripheral blood smears using image analysis,2013,10.1109/ICIInfS.2013.6731999
578,effect of fullerenol on the morphology features of sw480 cells,2013,10.1109/3M-NANO.2013.6737383
579,vector field convolution medialness applied to neuron tracing,2013,10.1109/ICIP.2013.6738137
580,three dimensional segmentation of fluorescence microscopy images using active surfaces,2013,10.1109/ICIP.2013.6738238
581,automatic microscopy image stitching based on geometry features,2013,10.1109/CISP.2013.6745297
582,classification of colon biopsy images based on novel structural features,2013,10.1109/ICET.2013.6743488
584,computational cell classification methodology for hepatocellular carcinoma,2013,10.1109/ICTer.2013.6761150
585,a novel multi-cue based image fusion method combining multi-principle microscopy images towards nuclear transfer technology,2013,10.1109/NANOMED.2013.6766307
586,probing cancer cell responses via using physically-modified chitosan nanosponges,2013,10.1109/NANOMED.2013.6766322
587,study of morphological changes of neuroblastoma cells induced by activation of nmda receptor,2013,10.1109/NANOMED.2013.6766320
588,microfluidic platforms for capturing circulating tumor cells,2013,10.1109/NANOMED.2013.6766305
589,classification of hardwood species using ann classifier,2013,10.1109/NCVPRIPG.2013.6776231
591,nanoscopy with focused light,2013,10.1109/CLEOE-IQEC.2013.6802007
592,scanless two-photon microscopy with a 30 fs laser by means of a diffractive dispersion compensation module,2013,10.1109/CLEOE-IQEC.2013.6800854
593,nanoparticle measurement in the optical far-field,2013,10.1109/CLEOE-IQEC.2013.6802005
594,chasing the neurome: segmentation and comparison of neurons,2013,
595,microscopic measurement using digital image restoration,2013,10.1109/ICNC.2013.6818198
597,a fully automated system for adherent cells microinjection,2014,10.1109/JBHI.2013.2248161
598,removing batch effects from histopathological images for enhanced cancer diagnosis,2014,10.1109/JBHI.2013.2276766
599,toward automatic mitotic cell detection and segmentation in multispectral histopathological images,2014,10.1109/JBHI.2013.2277837
600,local object patterns for the representation and classification of colon tissue images,2014,10.1109/JBHI.2013.2281335
601,diagnosis of human bladder cancer cells at different stages using multispectral imaging microscopy,2014,10.1109/JSTQE.2013.2279804
602,model based inversion for deriving maps of histological parameters characteristic of cancer from ex-vivo multispectral images of the colon,2014,10.1109/TMI.2013.2290697
603,optogenetic brain interfaces,2014,10.1109/RBME.2013.2294796
604,a novel polar space random field model for the detection of glandular structures,2014,10.1109/TMI.2013.2296572
605,an efficient technique for nuclei segmentation based on ellipse descriptor analysis and improved seed detection algorithm,2014,10.1109/JBHI.2013.2297030
606,images as occlusions of textures: a framework for segmentation,2014,10.1109/TIP.2014.2307475
607,analysis and classification of hardwood species based on coiflet dwt feature extraction and weka workbench,2014,10.1109/SPIN.2014.6776912
608,toward quantifying geometric microstructural differences between primary and secondary osteons via segmentation,2014,10.1109/MECBME.2014.6783281
609,detecting spongiosis in stained histopathological specimen using multispectral imaging and machine learning,2014,10.1109/SAS.2014.6798945
610,a unified graphical models framework for automated mitosis detection in human embryos,2014,10.1109/TMI.2014.2317836
611,"local optimization based segmentation of spatially-recurring, multi-region objects with part configuration constraints",2014,10.1109/TMI.2014.2323074
613,critical factors in cantilever near-field scanning optical microscopy,2014,10.1109/JSEN.2014.2325817
614,segmentation of fe3o4 nano particles in tem images,2014,10.1109/SIU.2014.6830613
615,detection of centroblasts in h&e stained images of follicular lymphoma,2014,10.1109/SIU.2014.6830728
616,a novel morphological segmentation method for evaluating estrogen receptors' status in breast tissue images,2014,10.1109/ATSIP.2014.6834601
617,advanced methodology useful for exploring distortions in confocal microscopy medical images: application to neurodegenerative pathology,2014,10.1109/ATSIP.2014.6834617
618,segmentation of white blood cells from microscopic images using k-means clustering,2014,10.1109/NRSC.2014.6835098
619,unsupervised feature learning for content-based histopathology image retrieval,2014,10.1109/CBMI.2014.6849815
620,fuzzy logic-based traffic incident detection system with discrete wavelet transform,2014,10.1109/ECTICon.2014.6839881
621,morphological analysis of activated sludge flocs and filaments,2014,10.1109/I2MTC.2014.6860985
622,classification of human parasite eggs based on enhanced multitexton histogram,2014,10.1109/ColComCon.2014.6860419
623,fractal and image analysis of cytoskeletal changes in tumour cells due to the effects of maspin,2014,10.1109/BHI.2014.6864341
624,multivariate statistical analysis for dermatological disease diagnosis,2014,10.1109/BHI.2014.6864412
625,automated nuclei clump splitting by combining local concavity orientation and graph partitioning,2014,10.1109/BHI.2014.6864390
626,ocm image texture analysis for tissue classification,2014,10.1109/ISBI.2014.6867817
627,learning and visualizing statistical relationships between protein distributions from microscopy images,2014,10.1109/ISBI.2014.6867888
628,mining histopathological images via hashing-based scalable image retrieval,2014,10.1109/ISBI.2014.6868069
629,understanding embryonic heart morphogenesis through automatic segmentation and confocal imaging with optical clearing,2014,10.1109/ISBI.2014.6868116
630,touching adipocyte cells decomposition using combinatorial optimization,2014,10.1109/ISBI.2014.6868125
631,spectral band selection for mitosis detection in histopathology,2014,10.1109/ISBI.2014.6868110
632,multi-scale non-local means with shape prior for enhancement of cell membrane images,2014,10.1109/ISBI.2014.6867916
633,slt-log: a vesicle segmentation method with automatic scale selection and local thresholding applied to tirf microscopy,2014,10.1109/ISBI.2014.6867926
634,computational cancer detection of pathological images based on an optimization method for color-index local auto-correlation feature extraction,2014,10.1109/ISBI.2014.6867997
635,automatic simultaneous segmentation and fast registration of histological images,2014,10.1109/ISBI.2014.6867985
636,cell type-independent mitosis event detection via hidden-state conditional neural fields,2014,10.1109/ISBI.2014.6867849
637,dynamic morphology-based characterization of stem cells enabled by texture-based pattern recognition from phase-contrast images,2014,10.1109/ISBI.2014.6867813
638,a unified graphical models framework for automated human embryo tracking in time lapse microscopy,2014,10.1109/ISBI.2014.6867872
639,digital pathology: multiple instance learning can detect barrett's cancer,2014,10.1109/ISBI.2014.6868127
640,automatic segmentation of mitochondria in em data using pairwise affinity factorization and graph-based contour searching,2014,10.1109/TIP.2014.2347240
641,investigations on organic fluorophore doped silica nanoparticles by apertureless scanning near-field optical microscopy,2014,10.1109/ICTON.2014.6876324
643,modeling and characterizing collagen fiber bundles,2006,10.1109/ISBI.2006.1625159
644,microwave drilling of bones,2006,10.1109/TBME.2006.873562
645,adaptive scanning optical microscope (asom) for large workspace micro-robotic applications,2006,10.1109/ROBOT.2006.1641844
650,gaussian mixture and markov models for cell-phase classification in microscopic imaging,2006,10.1109/SYSOSE.2006.1652316
651,"a spatiotemporal, patient individualized simulation model of solid tumor response to chemotherapy in vivo: the paradigm of glioblastoma multiforme treated by temozolomide",2006,10.1109/TBME.2006.873761
652,influence of$hboxo_2$flow rate on structure and properties of$hboxmgo_x$films prepared by cathodic-vacuum-arc ion deposition system,2006,10.1109/TPS.2006.876488
653,microstripe-array ingan light-emitting diodes with individually addressable elements,2006,10.1109/LPT.2006.879926
654,detecting filopodia with wavelets,2006,10.1109/ISCAS.2006.1693517
656,a robust multi-orientation gabor based system for discriminating touching white and red cells in microscopic blood image,2006,10.1109/ICTTA.2006.1684534
659,"automated classification of human histological images, a multiple-instance learning approach",2006,10.1109/LSSA.2006.250411
660,study on the extraction method of tool wear symptom based on wavelet packet analysis,2014,10.1109/ICMA.2014.6886024
661,density analysis of collagen fibers based on enhanced frangi filter in second harmonic generation virtual biopsy images,2014,10.1109/ChinaSIP.2014.6889286
662,automatic forest species recognition based on multiple feature sets,2014,10.1109/IJCNN.2014.6889750
663,an image processing-based method for quantification of microvasculature,2014,10.1109/ICMEW.2014.6890564
665,novel feature extraction methodology based on histopathalogical images and subsequent classification by support vector machine,2014,10.1109/WSCAR.2014.6916803
666,cell segmentation and nc ratio analysis for biopsy images using marker controlled watershed algorithm,2014,10.1109/ICGCCEE.2014.6921396
667,contrast-ultrasound dispersion imaging of cancer neovascularization by mutual-information analysis,2014,10.1109/ULTSYM.2014.0282
668,optic and acoustic detection of laser-induced optical breakdown in ddfp,2014,10.1109/ULTSYM.2014.0499
669,thin titanium oxide films deposited by e-beam evaporation or by sputtering technique with additional rapid thermal oxidation,2014,10.1109/SBMicro.2014.6940118
670,development and calibration of a microfluidic biofilm growth cell with flow-templating and multi-modal characterization,2014,10.1109/EMBC.2014.6943900
671,a feature selection based framework for histology image classification using global and local heterogeneity quantification,2014,10.1109/EMBC.2014.6943991
672,a sputum smear microscopy image database for automatic bacilli detection in conventional microscopy,2014,10.1109/EMBC.2014.6944215
673,learning a cost function for microscope image segmentation,2014,10.1109/EMBC.2014.6944873
674,axonal transport velocity estimation from kymographs based on curvilinear feature extraction and spline fitting,2014,10.1109/EMBC.2014.6944560
675,comparison of normalization algorithms for cross-batch color segmentation of histopathological images,2014,10.1109/EMBC.2014.6943562
676,semantic interpretation of robust imaging features for fuhrman grading of renal carcinoma,2014,10.1109/EMBC.2014.6945104
677,efficient epidermis segmentation for whole slide skin histopathological images,2014,10.1109/EMBC.2014.6944883
678,morphological and textural analysis of centroblasts in low-thickness sliced tissue biopsies of follicular lymphoma,2014,10.1109/EMBC.2014.6944346
679,two-dimensional sample entropy analysis of rat sural nerve aging,2014,10.1109/EMBC.2014.6944339
680,segmentation of living cells: a comparative study,2014,10.1109/ICCSP.2014.6950104
681,detection of leukemia in microscopic images using image processing,2014,10.1109/ICCSP.2014.6949840
682,emission properties of titanium dioxide nanotube arrays,2014,10.1109/APEDE.2014.6958728
683,investigation of retinoic acid induced phenotype of neuroblastoma cells,2014,10.1109/NANO.2014.6968089
684,synchrotron microscopic fourier transform infrared spectroscopy analyses of biogenic guanine crystals along axes of easy magnetization,2014,10.1109/TMAG.2014.2329239
685,influences of the vertebral endplate microvasculature on the development of degenerative disc diseases: a preliminary study,2014,10.1109/NEBEC.2014.6972980
686,significance of the interlamellar interfaces in the micromechanics of haversian bone,2014,10.1109/NEBEC.2014.6972892
687,experiments with large ensembles for segmentation and classification of cervical cancer biopsy images,2014,10.1109/SMC.2014.6974021
688,multimodal approach to image perception of histology for the blind or visually impaired,2014,10.1109/SMC.2014.6974544
697,progress on cellular resolution retinal imaging: setting the stage for translation between clinical and basic science,2014,
698,realization of multiphoton photoacoustic microscopy via a loss modulation technique,2014,
699,mechanical and tribotechnical properties of polymer-polymeric composites based on “uhmwpe-ptfe” blends,2014,10.1109/MEACS.2014.6986939
700,segmentation of abnormal cells by using level set model,2014,10.1109/CoDIT.2014.6996994
701,a cad mitosis detection system from breast cancer histology images based on fused features,2014,10.1109/IranianCEE.2014.6999856
702,texture features for classification of skin scar multi-photon fluorescence microscopic images,2014,10.1109/CISP.2014.7003873
703,surface roughness measurement based on image texture analysis,2014,10.1109/CISP.2014.7003834
704,automatic segmentation and classification of mitotic cell nuclei in histopathology images based on active contour model,2014,10.1109/IC3I.2014.7019762
705,"image processing for materials characterization: issues, challenges and opportunities",2014,10.1109/ICIP.2014.7025985
706,wavelet-based statistical features for distinguishing mitotic and non-mitotic cells in breast cancer histopathology,2014,10.1109/ICIP.2014.7025464
707,automatic dendritic spine detection using multiscale dot enhancement filters and sift features,2014,10.1109/ICIP.2014.7025004
708,performance analysis of histogram-threshold method for cancer detection,2014,10.1109/BIYOMUT.2014.7026356
709,microscopic image analysis method for identification of indian herbal plants,2014,10.1109/ICDCCom.2014.7024730
710,comparative analysis of segmentation algorithms for leukocyte extraction in the acute lymphoblastic leukemia images,2014,10.1109/PDGC.2014.7030750
711,development of kite image processing technique for brain tumor detection by interfacing patient's live brain image,2014,10.1109/INDICON.2014.7030650
712,machine learning based approach for water pollution detection via fish liver microscopic images analysis,2014,10.1109/ICCES.2014.7030968
713,a dual probes afm system with effective tilting angles to achieve high-precision scanning,2014,10.1109/CDC.2014.7040457
714,segmentation and quantification of activated sludge floes for wastewater treatment,2014,10.1109/ICOS.2014.7042403
715,comparative study on feature descriptors for brain image analysis,2014,10.1109/SCIS-ISIS.2014.7044900
716,automatic detection of mitosis cell in breast cancer histopathology images using genetic algorithm,2014,10.1109/ICBME.2014.7043883
717,color-based fuzzy classifier for automated detection of cancerous cells in histopathological analysis,2014,10.1109/IECBES.2014.7047464
718,robust autofocusing for whole slide scanning microscopy,2014,10.1109/WCICA.2014.7053020
719,experimental investigation on partial discharge characteristics of epoxy-nanocomposite as high voltage insulation material,2014,10.1109/PECON.2014.7062430
720,image-based plant stornata phenotyping,2014,10.1109/ICARCV.2014.7064307
721,segmentation assessment of activated sludge flocs at different magnifications for wastewater treatment,2014,10.1109/ICCSCE.2014.7072787
722,an intelligent mobile-based automatic diagnostic system to identify retinal diseases using mathematical morphological operations,2014,10.1109/SKIMA.2014.7083563
723,red blood based disease screening using marker controlled watershed segmentation and post-processing,2014,10.1109/SKIMA.2014.7083556
724,efficient classification of pollen grains using computational intelligence approach,2014,10.1109/I2CT.2014.7092120
725,underwater man-made object prediction using line detection technique,2014,10.1109/ECAI.2014.7090215
726,segmentation of cells with inclusions in plant cross sectional images,2014,10.1109/ISCO.2014.7103943
727,an automatic and cost-effective parasitemia identification framework for low-end microscopy imaging devices,2014,10.1109/ICMC.2014.7231926
728,morphology based automatic disease analysis through evaluation of red blood cells,2014,10.1109/ISMS.2014.60
729,general purpose segmentation for microorganisms in microscopy images,2014,
730,automated segmentation of mitotic cells for in vitro histological evaluation of oral squamous cell carcinoma,2014,10.1109/ISSPIT.2014.7300614
731,automatic identification of human parasite eggs based on multitexton histogram retrieving the relationships between textons,2014,10.1109/SCCC.2014.17
732,a hyperspectral imaging device for multi-labelled fluorescence microscopy,2014,10.1109/WHISPERS.2014.8077495
733,line scan focal modulation microscopy for in-vivo imaging of zebrafish,2014,
734,an integrated approach to analysis of phytoplankton images,2015,10.1109/JOE.2014.2317955
735,two-tier tissue decomposition for histopathological image representation and classification,2015,10.1109/TMI.2014.2354373
736,supervised multi-view canonical correlation analysis (smvcca): integrating histologic and proteomic features for predicting recurrent prostate cancer,2015,10.1109/TMI.2014.2355175
737,small blob identification in medical images using regional features from optimum scale,2015,10.1109/TBME.2014.2360154
738,towards large-scale histopathological image analysis: hashing-based image retrieval,2015,10.1109/TMI.2014.2361481
739,learning structured models for segmentation of 2-d and 3-d imagery,2015,10.1109/TMI.2014.2376274
740,tubularity flow field—a technique for automatic neuron segmentation,2015,10.1109/TIP.2014.2378052
741,cell detection from redundant candidate regions under nonoverlapping constraints,2015,10.1109/TMI.2015.2391095
742,pharmacokinetic tumor heterogeneity as a prognostic biomarker for classifying breast cancer recurrence risk,2015,10.1109/TBME.2015.2395812
743,automated system for malaria parasite identification,2015,10.1109/ICCICT.2015.7045660
744,microstructure and mechanical properties of 2a12 al alloy powder reinforced with continuous carbon fibers manufactured by hot isostatic pressing,2015,10.1109/IBCAST.2015.7058484
745,field-portable microfluidics-based imaging flow cytometer,2015,10.1109/JLT.2015.2412654
746,partially occluded object detection and counting,2015,10.1109/C3IT.2015.7060222
747,deformability measurement of single-cells at high-throughput with imaging flow cytometry,2015,10.1109/JLT.2015.2413834
748,novel hybrid hardware architecture for nuclei detection in skin histopathological images,2015,10.1109/SPICES.2015.7091536
749,clump splitting in histopathological images based on concave points,2015,10.1109/CCIP.2015.7100720
750,k-nearest unrepeatable cell graph model of histopathological tissue image,2015,10.1109/SIU.2015.7130414
751,mitosis detection on histopathological images using statistical detection algorithms,2015,10.1109/SIU.2015.7129880
752,detection of mitotic cells using completed local binary pattern in histopathological images,2015,10.1109/SIU.2015.7130020
753,label-free detection of tumor angiogenesis biomarker angiopoietin 2 using bloch surface waves on one dimensional photonic crystals,2015,10.1109/JLT.2015.2448795
754,receiver operating characteristic: a tool for cell confluence estimation,2015,10.1109/MeMeA.2015.7145269
755,segmentation of neuron and measurement of optically programed neurite growth: fast automation via bayesian thresholding,2015,10.1109/NER.2015.7146794
756,segmentation of retinal blood vessels through gabor features and anfis classifier,2015,10.1109/IIC.2015.7150796
757,digital pathology: identifying spongiosis in unstained histopathology specimen,2015,10.1109/I2MTC.2015.7151584
760,a joint classification and segmentation approach for dendritic spine segmentation in 2-photon microscopy images,2015,10.1109/ISBI.2015.7163992
761,dfdl: discriminative feature-oriented dictionary learning for histopathological image classification,2015,10.1109/ISBI.2015.7164037
762,fusing heterogeneous features for the image-guided diagnosis of intraductal breast lesions,2015,10.1109/ISBI.2015.7164110
763,segmenting subcellular structures in histology tissue images,2015,10.1109/ISBI.2015.7163934
764,deformable registration of immunofluorescence and histology using iterative cross-modal propagation,2015,10.1109/ISBI.2015.7163875
765,automated neuron morphology reconstruction using fuzzy-logic detection and bayesian tracing algorithms,2015,10.1109/ISBI.2015.7164012
766,cell segmentation and tracking in phase contrast images using graph cut with asymmetric boundary costs,2015,10.1109/ISBI.2015.7164093
767,spoke-lbp and ring-lbp: new texture features for tissue classification,2015,10.1109/ISBI.2015.7163848
768,cell segmentation and classification by hierarchical supervised shape ranking,2015,10.1109/ISBI.2015.7164112
769,predictive sparse morphometric context for classification of histology sections,2015,10.1109/ISBI.2015.7164040
770,nuclei segmentation via sparsity constrained convolutional regression,2015,10.1109/ISBI.2015.7164109
771,cells detection using segmentation competition,2015,10.1109/ISBI.2015.7164090
772,cell pairings for ascidian embryo registration,2015,10.1109/ISBI.2015.7163872
773,multi-atlas synthesis for computer assisted diagnosis: application to cardiovascular diseases,2015,10.1109/ISBI.2015.7163870
774,multiscale tensor anisotropic filtering of fluorescence microscopy for denoising microvasculature,2015,10.1109/ISBI.2015.7163930
775,hierarchical task-driven feature learning for tumor histology,2015,10.1109/ISBI.2015.7164039
776,a probabilistic framework for simultaneous segmentation and classification of multiple cells in multi-marker microscopy images,2015,10.1109/ISBI.2015.7164094
777,tip-seeking active contours for bioimage segmentation,2015,10.1109/ISBI.2015.7163931
778,identifying histological concepts on basal cell carcinoma images using nuclei based sampling and multi-scale descriptors,2015,10.1109/ISBI.2015.7164041
781,phytoplankton identification by combined methods of morphological processing and fluorescence imaging,2015,10.1109/EESMS.2015.7175865
782,single-shot sparsity-based sub-wavelength fluorescence imaging of biological structures using dictionary learning,2015,10.1364/CLEO_SI.2015.STh4K.5
783,bags of features for classification of laser scanning microscopy data,2015,10.1109/ICTON.2015.7193461
784,development of an immunosensor based on layered double hydroxides for mmr cancer biomarker detection,2015,10.1109/TNB.2015.2462025
785,color and morphological based techniques on white blood cells segmentation,2015,10.1109/ICoBE.2015.7235915
787,automated tuberculosis screening using zeihl neelson image,2015,10.1109/ICETECH.2015.7275031
788,classification of acute myelogenous leukemia in blood microscopic images using supervised classifier,2015,10.1109/ICETECH.2015.7275021
790,towards an endpoint cell motility assay by a microfluidic platform,2015,10.1109/TNB.2015.2455537
791,automated detection of toxicity in the blood samples of dye factory workers,2015,10.1109/ICCCT2.2015.7292771
792,lung tissue evaluation detecting and measuring morphological characteristics of cell regions,2015,10.1109/IST.2015.7294525
793,effects of probe placement on tissue oxygenation levels during reflectance measurements for different types of tissues in a clinical setting,2015,10.1109/BioPhotonics.2015.7304034
795,circulating tumor cells classification and characterization in dark field microscopic images of unstained blood,2015,10.1109/ICCP.2015.7312686
796,differential evolution based advised svm for histopathalogical image analysis for skin cancer detection,2015,10.1109/EMBC.2015.7318478
797,texture analysis for colorectal tumour biopsies using multispectral imagery,2015,10.1109/EMBC.2015.7320057
798,efficient segmentation of skin epidermis in whole slide histopathological images,2015,10.1109/EMBC.2015.7319235
799,automatic segmentation of lymph vessel wall using optimal surface graph cut and hidden markov models,2015,10.1109/EMBC.2015.7318878
800,robust supervised segmentation of neuropathology whole-slide microscopy images,2015,10.1109/EMBC.2015.7319234
801,detection of blur artifacts in histopathological whole-slide images of endomyocardial biopsies,2015,10.1109/EMBC.2015.7318465
802,robust automatic breast cancer staging using a combination of functional genomics and image-omics,2015,10.1109/EMBC.2015.7320059
803,automated segmentation of regions of interest in whole slide skin histopathological images,2015,10.1109/EMBC.2015.7319238
804,computer aided analysis of prostate histopathology images gleason grading especially for gleason score 7,2015,10.1109/EMBC.2015.7319026
805,inferring intra-cellular mechanics using geometric metamorphosis: a preliminary study,2015,10.1109/EMBC.2015.7318508
806,exploring automatic prostate histopathology image gleason grading via local structure modeling,2015,10.1109/EMBC.2015.7318936
807,viability diagnosis in biotechnological cultures through image processing,2015,10.1109/ICSTCC.2015.7321387
808,in vivo biopsy by photoacousticus based tissue characterization,2015,10.1109/ULTSYM.2015.0216
809,optical and acoustic observation of photodisruption in two liquid perfluorocarbons induced by nanosecond laser,2015,10.1109/ULTSYM.2015.0399
811,cancer diagnosis using automatic mitotic cell detection and segmentation in histopathological images,2015,10.1109/GCCT.2015.7342638
812,nuclear segmentation for skin cancer diagnosis from histopathological images,2015,10.1109/GCCT.2015.7342692
813,plasmonic nature of extreme optical chirality of subwavelength hole arrays,2015,10.1109/MetaMaterials.2015.7342530
814,detection of cancer stem cells in microscopic images by using region covariance and codifference method,2015,10.1109/IWCIM.2015.7347083
818,multi-scoring feature selection method based on svm-rfe for prostate cancer diagnosis,2015,10.1109/ICEEI.2015.7352585
821,an automatic corneal subbasal nerve registration system using fft and phase correlation techniques for an accurate dpn diagnosis,2015,10.1109/CIT/IUCC/DASC/PICOM.2015.157
822,a subset-search and ranking based feature-selection for histology image classification using global and local quantification,2015,10.1109/IPTA.2015.7367154
823,automated identification of chicken eimeria species from microscopic images,2015,10.1109/BIBE.2015.7367686
824,appearance-based necrosis detection using textural features and svm with discriminative thresholding in histopathological whole slide images,2015,10.1109/BIBE.2015.7367702
825,lens-free automated cell detection system for telemedicine application,2015,10.1109/ICSENS.2015.7370423
826,classification of breast cancer histopathology images using texture feature analysis,2015,10.1109/TENCON.2015.7372809
827,"a new model for the segmentation of multiple, overlapping, near-circular objects",2015,10.1109/DICTA.2015.7371219
828,anatomical skin segmentation in reflectance confocal microscopy with weak labels,2015,10.1109/DICTA.2015.7371231
829,"digital holographic microscopy using partially coherent, instantaneously bright, femtosecond pulse light",2015,10.1109/CLEOPR.2015.7376459
830,an automated system for segmenting platelets from microscopic images of blood cells,2015,10.1109/ISACC.2015.7377347
831,detection of acute lymphoblastic leukemia using watershed transformation technique,2015,10.1109/ISPCC.2015.7375060
832,"optical, structural and morphological characterization of cds-doped sol-gel silico-phosphate films",2015,10.1109/NANO.2015.7388624
833,synthesis of copper-platinum nanoparticles induce apoptosis in thp-1 cells,2015,10.1109/NANO.2015.7388817
834,analysis of thin blood images for automated malaria diagnosis,2015,10.1109/EHB.2015.7391597
835,how to define and implement diagnosis assistants in tissue-based diagnosis (surgical pathology): a survey,2015,10.1109/IntelCIS.2015.7397205
836,automated classification of malaria parasite species on thick blood film using support vector machine,2015,10.1109/BMEiCON.2015.7399524
837,plasmodium vivax classification from digitalization microscopic thick blood film using combination of second order statistical feature extraction and k-nearest neighbor (k-nn) classifier method,2015,10.1109/ICICI-BME.2015.7401339
838,application of support vector machine to recognize trans-differentiated neural progenitor cells for bright-field microscopy,2015,10.1109/IMCCC.2015.52
839,temporal and spatial analysis of water extent in poyang lake using hj-1 data,2015,10.1109/CISP.2015.7408027
841,unsupervised fuzzy cognitive map in diagnosis of breast epithelial lesions,2015,10.1109/ICBME.2015.7404127
842,automated mitosis detection based on combination of effective textural and morphological features from breast cancer histology slide images,2015,10.1109/ICBME.2015.7404154
843,robust leukocyte segmentation in blood microscopic images based on intuitionistic fuzzy divergence,2015,10.1109/ICBME.2015.7404155
847,robust technique for the detection of acute lymphoblastic leukemia,2015,10.1109/PCITC.2015.7438079
848,feature extraction and disease stage classification for glioma histopathology images,2015,10.1109/HealthCom.2015.7454574
849,blood cell segmentation from microscopic blood images,2015,10.1109/INFOP.2015.7489435
850,detection of leukemia in microscopic white blood cell images,2015,10.1109/INFOP.2015.7489422
851,water quality classification approach based on bio-inspired gray wolf optimization,2015,10.1109/SOCPAR.2015.7492777
852,a method for extracting tsv feature points based on optical micro-image,2015,10.1109/ICEMI.2015.7494526
853,imaging cell division in e-coli using white light diffraction phase microscopy,2015,10.1109/WRAP.2015.7805958
854,a predictive model for personalized therapeutic interventions in non-small cell lung cancer,2016,10.1109/JBHI.2014.2377517
855,stacked sparse autoencoder (ssae) for nuclei detection on breast cancer histopathology images,2016,10.1109/TMI.2015.2458702
856,fusing heterogeneous features from stacked sparse autoencoder for histopathological image analysis,2016,10.1109/JBHI.2015.2461671
857,single-cell optical absorbance characterization with high-throughput microfluidic microscopy,2016,10.1109/JSTQE.2015.2414912
858,an automatic learning-based framework for robust nucleus segmentation,2016,10.1109/TMI.2015.2481436
859,histopathological image classification using discriminative feature-oriented dictionary learning,2016,10.1109/TMI.2015.2493530
860,nuclei-based features for uterine cervical cancer histology image analysis with fusion-based classification,2016,10.1109/JBHI.2015.2483318
861,unsupervised profiling of microglial arbor morphologies and distribution using a nonparametric bayesian approach,2016,10.1109/JSTSP.2015.2505660
862,relative pose estimation for alignment of long cylindrical components based on microscopic vision,2016,10.1109/TMECH.2015.2506906
863,modulated-alignment dual-axis (mad) confocal microscopy optimized for speed and contrast,2016,10.1109/TBME.2015.2511581
864,nanoscale quantifying the effects of targeted drug on chemotherapy in lymphoma treatment using atomic force microscopy,2016,10.1109/TBME.2015.2512924
865,neurite tracing with object process,2016,10.1109/TMI.2016.2515068
867,a statistical study of sn whisker population and growth during elevated temperature and humidity tests,2006,10.1109/TEPM.2006.887385
868,confocal nonlinear optical microscopy for high resolution measurement of tea-leaf cells,2006,10.1109/LEOS.2006.279016
869,evanescent field response to small features on a planar waveguide biosensor,2006,10.1109/LEOS.2006.279087
870,development of low temperature approaches to device quality cadmium sulfide: a novel geometry for solution growth of thin films and their characterization,2006,10.1109/WCPEC.2006.279484
871,detection of diabetic retinopathy in fundus images using vector quantization technique,2006,10.1109/INDCON.2006.302806
872,biophysical active contours for cell tracking i: tension and bending,2006,10.1109/ICIP.2006.312796
873,light-emitting silicon nanocrystals and photonic structures in silicon nitride,2006,10.1109/JSTQE.2006.883138
