title,abstract,keywords,type,year,journal,doi
Cell-Net: Embryonic Cell Counting and Centroid Localization via Residual Incremental Atrous Pyramid and Progressive Upsampling Convolution,"In-vitro fertilization (IVF), as the most common fertility treatment, has never reached its maximum potentials. Systematic selection of embryos with the highest implementation potentials is a necessary step toward enhancing the effectiveness of IVF. Embryonic cell numbers and their developmental rate are believed to correlate with the embryo's implantation potentials. In this paper, we propose an automatic framework based on a deep convolutional neural network to take on the challenging task of automatic counting and centroid localization of embryonic cells (blastomeres) in microscopic human embryo images. In particular, the cell counting task is reformulated as an end-to-end regression problem that is based on a shape-aware Gaussian dot annotation to map the input image into an output density map. The proposed Cell-Net system incorporates two novel components, residual incremental Atrous pyramid, and progressive up-sampling convolution. The residual incremental Atrous pyramid enables the network to extract rich global contextual information without raising the `grinding' issue. Progressive up-sampling convolution gradually reconstructs a high-resolution feature map by taking into account short- and long-range dependencies. The experimental results confirm that the proposed framework is capable of predicting the cell-stage and detecting blastomeres in embryo images of 1-8 cell by mean accuracies of 86.1% and 95.1%, respectively.",Embryo;Computer architecture;Microprocessors;Task analysis;Convolution;Feature extraction;Microscopy;Cell counting;human embryonic cells;IVF;medical image analysis;deep learning,ARTICLE,2019,IEEE Access,10.1109/ACCESS.2019.2920933
Optical Fiber Point-Source for Digital Lensless Holographic Microscopy,"In this paper, cone-shaped optical fibers as point light sources of spherical waves for digital lensless holographic microscopy (DLHM) are developed and evaluated. The resolution characterization of DLHM with cone-shaped fibers was carried out and a comparative analysis with respect to the pinhole illumination system was developed. The results are very encouraging and support the viability of these cone-shape fibers as a technological alternative to the pinhole illumination system for DLHM.",Lighting;Optical fibers;Microscopy;Etching;Optical microscopy;Diffraction;Optical fiber sensors;Cone-shaped fiber;digital lenses holographic microscopy;illumination source;optical fiber,ARTICLE,2019,Journal of Lightwave Technology,10.1109/JLT.2019.2921307
Textural feature extraction and multiple instance learning for cell segmantation in histopathological images,"Multiple instance learning (MIL) is a learning approach which is based on classification of bags of instances, as opposed to the traditional supervised learning paradigm. Multiple instance learning provides a natural way for modelling some pattern recognition problems which naturally have ambiguity such as object recognition, image and text classification. In addition, multiple instance learning paradigm gives more accurate results for those problems than traditional supervised learning paradigm does. In this study, we have applied multiple instance learning paradigm to cell segmentation problem in histopathological images by employing the intensity values in color space and textural information of pixels as features. Furthermore, to increase segmantation accuracy, we aimed to improve the results of pre-segmentation by implementing Markov random fields (MRF) method in the post processing step. Then, we presented the promising results in tables comparatively.",Supervised learning;Image segmentation;Markov random fields;Feature extraction;Pattern recognition;Object recognition;Multiple Instance Learning;Cell Segmentation;Markov Random Fields;Histopathological Images,INPROCEEDINGS,2019,2019 Scientific Meeting on Electrical-Electronics & Biomedical Engineering and Computer Science (EBBT),10.1109/EBBT.2019.8741762
Digital Holographic Microscope Trades for Extant Life Detection Applications,"Optical microscopy is one of the key technologies needed for detection of extant life on other solar system bodies. Microscopic images can be used to identify the presence of cell-like objects and discriminate probable cells from other abiotic particles of similar scale through observations of morphology. Image sequences can be used to determine particle density through observation of Brownian motion, enabling discrimination of liquid-filled vesicles from solid mineral grains; non- Brownian motion that is also inconsistent with background flow can also indicate biotic particles. Phase-sensitive imaging modes allow measurement of index of refraction and can be used to image transparent cells that might otherwise require the addition of stains. Because of the likely limited energy available for replication on the moons of Jupiter and Saturn, potential unicellular life would likely be present only at very low concentrations requiring a search through substantial volumes of material at very high resolution. We have been developing digital holographic microscopes (DHM) that addresses the need for high resolution search at low concentrations. Our DHM designs provide both the sub micrometer resolution necessary to detect the smallest forms of life and the high throughput needed to do so at very low concentrations. A significant feature of the holographic recording is that all objects in a large volume can be recorded simultaneously, without the need for focus or tracking to image individual objects. We have demonstrated two promising DHM architectures for possible use in potential future life detection missions - one using conventional optics and one using gradient index optics in a “lensless” arrangement. We compare the two designs, their trade spaces, and the features that might make each preferable for specific applications.",Microscopy;Optical imaging;Detectors;Optical sensors;Image resolution;Optical microscopy;Laser beams,INPROCEEDINGS,2019,2019 IEEE Aerospace Conference,10.1109/AERO.2019.8742111
Cervical Histopathology Image Classification Using Multilayer Hidden Conditional Random Fields and Weakly Supervised Learning,"In this paper, a novel multilayer hidden conditional random fields (MHCRFs)-based cervical histopathology image classification (CHIC) model is proposed to classify well, moderate and poorly differentiation stages of cervical cancer using a weakly supervised learning strategy. First, the color, texture, and deep learning features are extracted to represent the histopathological image patches. Then, based on the extracted features, artificial neural network, support vector machine, and random forest classifiers are designed to calculate the patch-level classification probabilities. Third, effective classifiers are selected to generate unary and binary potentials. At last, using the generated potentials, the final image-level classification results are predicted by our MHCRF model, and an overall accuracy around 77.32% is obtained on six practical cervical histopathological image datasets with more than 600 immunohistochemical (IHC) stained samples. Among the six test accuracies, the highest reaches 88%. Furthermore, we also test our MHCRF method with a gastric hematoxylin-eosin (HE) stained histopathological image dataset including 200 images for an extended experiment, and achieve an accuracy of 93%.",Feature extraction;Cervical cancer;Image color analysis;Histograms;Supervised learning;Support vector machines;Cervical cancer;conditional random fields;deep learning;feature extraction;histopathological image;weakly supervised learning,ARTICLE,2019,IEEE Access,10.1109/ACCESS.2019.2924467
Dual U-Net for the Segmentation of Overlapping Glioma Nuclei,"The morphology and surroundings of cells have been routinely used by pathologists to diagnose the pathological subtypes of gliomas and to assess the malignancy of tumors. Thanks to the advent and development of digital pathology technology, it is possible to automatically analyze whole slides of tissue and focus on the nucleus in order to derive a quantitative assessment that can be used for grading, classification, and diagnosis. During the process of computer-assisted diagnosis, the accurate location and segmentation of nuclei from hematoxylin and eosin (H&E)-stained histopathological images is an important step. In this paper, we proposed a U-Net-based multi-task learning network in which the boundary and region information is utilized to improve the segmentation accuracy of glioma nuclei, especially overlapping ones. To refine the segmentation, a classification model is used to predict the boundary, a regression model is used to predict the distance map, and the final segmentation is obtained by using the fusion layers. The proposed approach was compared with other specially designed boundary-aware methods by using a pathological section dataset that consists of 320 glioma cases from the Huashan Hospital at Fudan University. Both the pixel-level and object-level evaluations showed that the structural modification is effective in segmentation with an F1-score of 0.82, a Hausdorff distance (HD) of 3.95, and an aggregated Jaccard index (AJI) of 0.66 (+0.46%, -3.75%, and +4.09% compared with the unimproved methods, respectively). In addition, comparative experiments on multi-organ nuclei segmentation (MoNuSeg) open dataset proved the advanced nature of the proposed method in the field of nuclei segmentation, especially separating touching objects. The proposed method obtains an AJI of 0.59 and an F1-score of 0.79.",Image segmentation;Pathology;Shape;Tumors;Predictive models;Task analysis;Morphology;Cancer research;deep learning;digital pathology;nuclei segmentation,ARTICLE,2019,IEEE Access,10.1109/ACCESS.2019.2924744
Joint Segmentation and Fine-Grained Classification of Nuclei in Histopathology Images,"Nuclei segmentation and classification are two important tasks in the histopathology image analysis, because the morphological features of nuclei and spatial distributions of different types of nuclei are highly related to cancer diagnosis and prognosis. Existing methods handle the two problems independently, which are not able to obtain the features and spatial heterogeneity of different types of nuclei at the same time. In this paper, we propose a novel deep learning based method which solves both tasks in a unified framework. It can segment individual nuclei and classify them into tumor, lymphocyte and stroma nuclei. Perceptual loss is utilized to enhance the segmentation of details. We also take advantages of transfer learning to promote the training of deep neural networks on a relatively small lung cancer dataset. Experimental results prove the effectiveness of the proposed method. The code is publicly available.",Image segmentation;Feature extraction;Task analysis;Cancer;Tumors;Training;Image color analysis;Nuclei segmentation;nuclei classification;deep learning;histopathology image analysis,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759457
Combining Nonparametric Spatial Context Priors With Nonparametric Shape Priors for Dendritic Spine Segmentation in 2-Photon Microscopy Images,"Data driven segmentation is an important initial step of shape prior-based segmentation methods since it is assumed that the data term brings a curve to a plausible level so that shape and data terms can then work together to produce better segmentations. When purely data driven segmentation produces poor results, the final segmentation is generally affected adversely. One challenge faced by many existing data terms is due to the fact that they consider only pixel intensities to decide whether to assign a pixel to the foreground or to the background region. When the distributions of the foreground and back-ground pixel intensities have significant overlap, such data terms become ineffective, as they produce uncertain results for many pixels in a test image. In such cases, using prior information about the spatial context of the object to be segmented together with the data term can bring a curve to a plausible stage, which would then serve as a good initial point to launch shape-based segmentation. In this paper, we propose a new segmentation approach that combines nonparametric context priors with a learned-intensity-based data term and nonparametric shape priors. We perform experiments for dendritic spine segmentation in both 2 D and 3 D 2-photon microscopy images. The experimental results demonstrate that using spatial context priors leads to significant improvements.",Image segmentation;Shape;Three-dimensional displays;Two dimensional displays;Training;Probability density function;Level set;Nonparametric shape priors;spatial context priors;spine segmentation;2-photon microscopy,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759273
Deforming Tessellations For The Segmentation Of Cell Aggregates,"We present a new active contour to segment cell aggregates. We describe it by a smooth tessellation that is attracted toward the cell membranes. Our approach relies on subdivision schemes that are tightly linked to the theory of wavelets. The shape is encoded by control points grouped in tiles. The smooth and continuously defined boundary of each tile is generated by recursively applying a refinement process to its control points. We deform the smooth tessellation in a global manner using a ridge-based energy that we have designed for that purpose. By construction, cells are segmented without overlap and the tessellation structure is maintained even on dim membranes. Leakage, which afflicts usual image-processing methods (e.g., watershed), is thus prevented. We validate our framework on both synthetic and real microscopy images, showing that the proposed method is robust to membrane gaps and to high levels of noise.",Active contours;Biomembranes;Image segmentation;Aggregates;Tiles;Indexes;Optimization;Active contour;C. elegans;cell aggregate;Deslauriers-Dubuc;segmentation;subdivision;tessellation,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759311
Automated Segmentation Of Cervical Nuclei In Pap Smear Images Using Deformable Multi-Path Ensemble Model,"Pap smear testing has been widely used for detecting cervical cancers based on the morphological properties of cell nuclei in microscopic image. An accurate nuclei segmentation could thus improve the success rate of cervical cancer screening. In this work, a method of automated cervical nuclei segmentation using Deformable Multipath Ensemble Model (D-MEM) is proposed. The approach adopts a U-shaped convolutional network as a backbone network, in which dense blocks are used to transfer feature information more effectively. To increase the flexibility of the model, we then use deformable convolution to deal with different nuclei irregular shapes and sizes. To reduce the predictive bias, we further construct multiple networks with different settings, which form an ensemble model. The proposed segmentation framework has achieved state-of-the-art accuracy on Herlev dataset with Zijdenbos similarity index (ZSI) of 0.933±014, and has the potential to be extended for solving other medical image segmentation tasks.",Image segmentation;Convolution;Deformable models;Shape;Training;Predictive models;Task analysis;Cervical nuclei segmentation;Pap smear test;Dense blocks;Deformable convolution;Ensemble modeling,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759262
Automated Quantification of Amyloid Fibrils Morphological Features by Image Processing Techniques,"Image analysis of protein fibrils is a key step for a quantitative understanding of the mechanisms responsible for aggregation and deposition of amyloids. In this paper, we develop a fully automated method to detect and measure all characteristics of fibrils. After detecting the fibrils centerline, we propose a tracking-based method to estimate the local width, length and curvature of fibrils. We also discriminate between branches and overlapping of fibrils by comparing the orientations of the fibril segments at their intersection point. We test our method on Transmission Electron Microscopy (TEM) images of human, bank vole, and ovine PrP (prion protein) fibrils, and analyze the result to evidence structural differences between different types of fibrils. The proposed method has high estimation accuracy in detections and is further compared with a state-of-art method.",Image segmentation;Proteins;Bifurcation;Morphology;Image analysis;Transmission electron microscopy;Amyloid fibril;automated segmentation;image analysis;transmission electron microscopy,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759597
Efficient Mitosis Detection in Breast Cancer Histology Images by RCNN,"Mitotic cell detection and counting per tissue area is an important aggressiveness indicator for the invasive breast cancer. However, manual mitosis counting by pathologists is extremely labor-intensive. Several automatic mitosis detection methods have been proposed in recent years. Traditional methods using hand-crafted features suffer from large mitotic cell shape variation and the existence of many mimics with similar appearance. Pixel-wise classification working in a sliding window manner is time-consuming which hinders it from clinical application. In this work, we propose an efficient mitosis detection method in breast cancer histology images by applying modified regional convolutional neural network (RCNN). Our method achieves 0.76 in precision, 0.72 recall and 0.736 F1 score on MICCAI TUPAC 2016 datasets, outperforming all the previously published results as far as we know. F1 score of 0.585 is also achieved on ICPR 2014 mitosis dataset. TUPAC 2016 and ICPR 2014 datasets are cross validated without and with color normalization to study the generalization performance. The inference time for a 2000×2000 image is ~ 0.8 s, making our method a promising tool for clinical deployment.",Image color analysis;Feature extraction;Training;Breast cancer;Shape;Proposals;Mitosis detection;breast cancer;RCNN,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759461
Predicting Residual Cancer Burden In A Triple Negative Breast Cancer Cohort,"Analysis and interpretation of stained histopathology sections is one of the main tools in cancer diagnosis and prognosis. In addition to the information which is typically extracted by trained pathologists, there is also information that is not yet exploited, simply because we do not yet understand the impact of all cellular and tissular features that could be predictive of outcome. In this paper, we address a question that can currently not be solved by pathologists: the prediction of treatment efficiency for Triple Negative Breast Cancer (TNBC) patients from biopsy data.",Feature extraction;Breast cancer;Prognostics and health management;Task analysis;Data mining;Chemotherapy;Breast Cancer;Computer-aided detection and diagnosis;Deep Learning;Digital Pathology;Histopathology;Triple Negative Breast Cancer,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759205
Segmentation And Modelling of Helanuclear Envelope,"This paper describes an algorithm to segment the 3D nuclear envelope of HeLa cancer cells from electron microscopy images and model the volumetric shape of the nuclear envelope against an ellipsoid. The algorithm was trained on a single cell and then tested in six separate cells. To assess the algorithm, Jaccard similarity index and Hausdorff distance against a manually-delineated gold standard were calculated on two cells. The mean Jaccard value and Hausdorff distance that the segmentation achieved for central slices were 98% and 4 pixels for the first cell and 94% and 13 pixels for the second cell and outperformed segmentation with active contours. The modelling projects a 3D to a 2D surface that summarises the complexity of the shape in an intuitive result. Measurements extracted from the modelled surface may be useful to correlate shape with biological characteristics. The algorithm is unsupervised, fully automatic, fast and processes one image in less than 10 seconds. Code and data are freely available at https://github.com/reyesaldasoro/Hela-Cell-Segmentation and http://dx.doi.org/10.6019/EMPIAR-10094.",Image segmentation;Ellipsoids;Three-dimensional displays;Shape;Active contours;Solid modeling;Indexes;Segmentation;HeLa;Active contours,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759151
Transfer Learning from Nucleus Detection to Classification in Histopathology Images,"Despite significant recent success, modern computer vision techniques such as Convolutional Neural Networks (CNNs) are expensive to apply to cell-level prediction problems in histopathology images due to difficulties in providing celllevel supervision. This work explores the transferability of features learned by an object detection CNN (Faster R-CNN) to nucleus classification in histopathology images. We detect nuclei in these images using class-agnostic models trained on small annotated patches, and use the CNN representations of detected nuclei to cluster and classify them. We show that with a small training dataset, the proposed pipeline can achieve superior nucleus classification performance, and generalizes well to unseen stain types.",Feature extraction;Data models;Object detection;Training;Pipelines;Task analysis;Biomedical imaging;Cell detection;cell classification;transfer learning;convolutional neural networks,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759469
Towards the Identification of Histology Based Subtypes in Prostate Cancer,"With the advent of deep neural networks (DNNs), methods of semantic segmentation in histology have improved to a degree that it now possible to analyse morphological features that are not easily accessible to human interpretation. Such features may be used to stratify tissue subtypes in health and disease. A major obstacle is that DNNs require a large amount of data to achieve high performance and generalise to new patients. Such a requirement is unsuitable for exploratory investigations that only have access to small patient cohorts. In this work, we demonstrate how variational autoencoders and generative adversarial networks can be combined to generate realistic histology images suitable for training semantic segmentation models, resulting in a novel data-augmentation method for histology. Subsequently, we analyse if such models can be used to identify subpopulations of prostate glands with different molecular profiles. If successful, this development will ultimately lead to the discovery of novel disease relevant histology-based subtypes. We demonstrate that morphological features derived from the H&E images alone are sufficient to identify expression of a clinical biomarker in prostate glands.",Glands;Image segmentation;Decoding;Feature extraction;Shape;Proteins;Training;Digital Histopathology;Prostate gland segmentation;Data Augmentation;VAE;GAN;Morpho-molecular Pathology;Cytokeratin 5,INPROCEEDINGS,2019,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),10.1109/ISBI.2019.8759199
A State-of-the-Art Survey for Microorganism Image Segmentation Methods and Future Potential,"Microorganisms play a great role in ecosystem, wastewater treatment, monitoring of environmental changes, and decomposition of waste materials. However, some of them are harmful to humans and animals such as tuberculosis bacteria and plasmodium. In such course, it is important to identify, track, analyze, consider the beneficial side and get rid of the negative effects of microorganisms using fast, accurate, and reliable methods. In recent decades, image analysis techniques have been used to address the drawbacks of manual traditional approaches in the identification and analysis of microorganisms. As image segmentation being an important step (technique) in the detection, tracking, monitoring, feature extraction, modeling, and analysis of microorganisms, different methods have been deployed, from classical approaches to current deep neural networks upon different challenges on microorganism images. This survey comprehensively analyses the various studies focused on developing microorganism image segmentation methods in the last 30 years (since 1989). In this survey, segmentation methods are categorized into classical and machine learning methods. Furthermore, these methods are subcategorized into threshold-based, region-based, and edge-based which belong to classical methods, supervised and unsupervised machine leaning-based methods which belong to machine learning category. A growth trend of different methods and most frequently used methods in each category are meticulously analyzed. A clear explanation of the suitability of these methods for different segmentation challenges encountered on microscopic microorganism images is also enlightened.",Image segmentation;Microorganisms;Microscopy;Machine learning;Feature extraction;Image edge detection;Monitoring;Microorganism segmentation;content-based microscopic image analysis;feature extraction;microscopic images;classical methods;machine learning,ARTICLE,2019,IEEE Access,10.1109/ACCESS.2019.2930111
Lensless Digital in-Line Holographic Microscopy for Space Biotechnology Applications,"Biomechanical changes at cellular level can dramatically affect living organisms in both aviation and space applications. Weightlessness induces morphological alteration of cells, which leads to tissue loss. Therefore, scientists have been studying the effect of weightlessness using cell culture based biological experiments using conventional microscopes. However, strict requirements regarding cost, weight and functionality limit the use of conventional microscopes in space environment. Lensless digital in-line holographic microscopy enables to use low-weight, low-cost and robust elements, such as a light emitting diode (LED), an aperture and an imaging sensor, instead of bulky, expensive and fragile optical elements, such as lenses, mirrors and filters. This technology offers a high field of view compared to conventional microscopes without affecting the resolution and it is also suitable for remote sensing applications with automated imaging capabilities. Here, we present a portable digital in-line holographic microscopy platform that allows to visualize cells and to analyze their viability in a microfluidic chip. The platform offers microscopic imaging with 1.55 μm spatial resolution, 21.7 mm2field of view and image coloring capability. This platform could potentially play an important role in space biotechnology applications by enabling low-cost, high-resolution and portable monitoring of cells.",Microscopy;Image reconstruction;Optical microscopy;Microfluidics;Biology;Image resolution;digital in-line holographic microscopy;lensless imaging;cell culture;viability,INPROCEEDINGS,2019,2019 9th International Conference on Recent Advances in Space Technologies (RAST),10.1109/RAST.2019.8767842
A Method of Automatically Calculating Vaginal Cleanliness Degree from Leukorrhoea's Microscope Images,"Vaginal cleanliness degree is one of the most important diagnosis criteria in regular examination of leucorrhea. It can be used to judge whether inflammation occurs. The most common clinical way to obtain vaginal cleanliness degree is manual microscopic examination. In current research, some groups have already proposed some methods to automatically analyse images from microscopic examination of leucorrhea secretion. But none of these methods can recognize four important targets at the same time, so they can't obtain the vaginal cleanliness degree. This paper reports about a method that can automatically calculate the vaginal cleanliness degree of a microscopic examination image. This method includes a convolutional network similar to fully convolutional networks, and some morphological operations to extract contour of each cell and count their number. Experiments prove that our algorithm is simple, fast, efficient and accurate. It has good clinical potential.",Microscopy;Feature extraction;White blood cells;Biomedical engineering;Biomedical imaging;Training;Convolution;vaginal cleanliness degree;fully convolutional networks;multi-target recognition;automatic calculation,INPROCEEDINGS,2019,"2019 International Conference on Automation, Computational and Technology Management (ICACTM)",10.1109/ICACTM.2019.8776784
Image Decoloring via Optimized Predominant Component Analysis for Segmentation of Microscopic Yeast Cell Images,"Within the pipeline of microscopic yeast cell image operations, a problem of decoloring is addressed. The approach proposed by Grundland et al. is analyzed and improved. A special color phantom for yeast cell images is constructed. An optimum combination of two controlling parameters of this decoloring method is found for phantom segmentation, by precision and recall characteristics in comparison to Ground truth.",Image color analysis;Phantoms;Microscopy;Color;Image segmentation;Standards;Object segmentation;Microscopic Image Analysis;Biological Response to Electromagnetic Fields;Digital Image Decoloring;Yeast Cell Image Segmentation;Cell Viability Characterization,INPROCEEDINGS,2019,2019 12th International Conference on Measurement,10.23919/MEASUREMENT47340.2019.8780082
Visualizing Structures in Confocal Microscopy Datasets Through Clusterization: A Case Study on Bile Ducts,"Three-dimensional datasets from biological tissues have increased with the evolution of confocal microscopy. Hepatology researchers have used confocal microscopy for investigating the microanatomy of bile ducts. Bile ducts are complex tubular tissues consisting of many juxtaposed microstructures with distinct characteristics. Since confocal images are difficult to segment because of the noise introduced during the specimen preparation, traditional quantitative analyses used in medical datasets are difficult to perform on confocal microscopy data and require extensive user intervention. Thus, the visual exploration and analysis of bile ducts pose a challenge in hepatology research, requiring different methods. This paper investigates the application of unsupervised machine learning to extract relevant structures from confocal microscopy datasets representing bile ducts. Our approach consists of pre-processing, clustering, and 3D visualization. For clustering, we explore the density-based spatial clustering for applications with noise (DBSCAN) algorithm, using gradient information for guiding the clustering. We obtained a better visualization of the most prominent vessels and internal structures.",Ducts;Microscopy;Image segmentation;Three-dimensional displays;Clustering algorithms;Data visualization;Visualization;confocal microscopy data;image processing;DBSCAN clustering;volumetric visualization,INPROCEEDINGS,2019,2019 IEEE 32nd International Symposium on Computer-Based Medical Systems (CBMS),10.1109/CBMS.2019.00086
How to Automatically Identify Regions of Interest in High-Resolution Images of Lung Biopsy for Interstitial Fibrosis Diagnosis,"Airway-centered Interstitial Fibrosis (ACIF) is a histological pattern of Interstitial lung diseases. Its diagnosis requires a multidisciplinary approach, in which diverse information, such as clinical data, computed tomography data, and lung biopsy data, is analyzed. Biopsy samples are digitized at high-resolution. Of crucial interest are broncho-and bronchiolocentric remodeling with extracellular matrix deposition. To analyze an image, specialists have to explore it at low microscope magnification, select a region of interest and export a smaller specified sub-image to be interpreted at higher magnification. This process is performed several times, requiring hours, becoming a tiresome task. We propose a method to support pathologists to identify specific patterns of ACIF in high-resolution images from lung biopsies. This can be done by a) automatic microscope magnification reduction; b) computing the probability of pixels belonging to high-density regions; c) extracting Local Binary Patterns (LBP) of the high-and low-density regions; and d) visualizing them in color. We have evaluated our method on nine high-resolution lung biopsies. We have tested the LBP features of high-and low-density regions with the kNN algorithm and obtained a classification accuracy of 94.4%, which is the highest one reported in the literature for this type of data.","Microscopy;Biopsy;Lung;Image color analysis;Image resolution;Feature extraction;Diseases;Airway-centered Interstitial Fibrosis, high resolution lung biopsy, image analysis, quantitative assessment of microscopic images, interstitial fibrosis diagnosis",INPROCEEDINGS,2019,2019 IEEE 32nd International Symposium on Computer-Based Medical Systems (CBMS),10.1109/CBMS.2019.00118
A Real-time Fusion System for Multi-focus Microscopic Images Based on Mobile Platform,"With the rapid development of mobile platform performance, mobile devices are becoming more competent for complex tasks. In order to expand application scenarios of multi-focus microscopic image fusion technology, in this work, a real-time fusion system for multi-focus microscopic images based on mobile platform is proposed. The system, first of all, corrects the slight rotation, translation and zoom effect between multi-focus microscopy images for better efficiency and quality, using a speeded up robust features (SURF) -based registration algorithm. Then, an image Laplacian pyramid is constructed and contrast-enhanced fusion is performed in the corresponding frequency band, in the purpose of preserving more image detail information. A fused image is generated through inverse transformation and pyramid reconstruction. Extensive experiments of slice samples in different magnification and resolution scenarios illustrate that this proposed system results in high efficiency and excellent contrast of fused images.",Microscopy;Laplace equations;Image fusion;Transforms;Image reconstruction;Optical microscopy;Optical imaging;Microscopic;depth of field;multi-focus;image fusion;Laplacian pyramid,INPROCEEDINGS,2019,2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),10.1109/ITAIC.2019.8785591
Data Augmentation and Transfer Learning Applied to Charcoal Image Classification,"This paper proposes the evaluation of data augmentation impact in the process of microscopic charcoal image classification. Two data augmentation approaches were explored, namely morphological transformations and sub-images. From the augmented data, a pre-trained Inception-v3 network was used to train a classifier of charcoal species. The best result was found through the technique of sub-images, with an average accuracy of 99.36%.",Databases;Feature extraction;Training;Image classification;Support vector machines;Microscopy;Task analysis;data augmentation;microscopic charcoal image classification;transfer learning,INPROCEEDINGS,2019,"2019 International Conference on Systems, Signals and Image Processing (IWSSIP)",10.1109/IWSSIP.2019.8787271
AUTOMATED GRADING OF PROSTATE CANCER USING ARCHITECTURAL AND TEXTURAL IMAGE FEATURES,"The current method of grading prostate cancer on histology uses the Gleason system, which describes five increasingly malignant stages of cancer according to qualitative analysis of tissue architecture. The Gleason grading system has been shown to suffer from inter- and intra-observer variability. In this paper we present a new method for automated and quantitative grading of prostate biopsy specimens. A total of 102 graph-based, morphological, and textural features are extracted from each tissue patch in order to quantify the arrangement of nuclei and glandular structures within digitized images of histological prostate tissue specimens. A support vector machine (SVM) is used to classify the digitized histology slides into one of four different tissue classes: benign epithelium, benign stroma, Gleason grade 3 adenocarcinoma, and Gleason grade 4 adenocarcinoma. The SVM classifier was able to distinguish between all four types of tissue patterns, achieving an accuracy of 92.8% when distinguishing between Gleason grade 3 and stroma, 92.4% between epithelium and stroma, and 76.9% between Gleason grades 3 and 4. Both textural and graph-based features were found to be important in discriminating between different tissue classes. This work suggests that the current Gleason grading scheme can be improved by utilizing quantitative image analysis to aid pathologists in producing an accurate and reproducible diagnosis",Prostate cancer;Glands;Biopsy;Support vector machines;Support vector machine classification;Biomedical engineering;Feature extraction;Image analysis;Protocols;Shape,INPROCEEDINGS,2007,2007 4th IEEE International Symposium on Biomedical Imaging: From Nano to Macro,10.1109/ISBI.2007.357094
NOVEL CELL SEGMENTATION AND ONLINE LEARNING ALGORITHMS FOR CELL PHASE IDENTIFICATION IN AUTOMATED TIME-LAPSE MICROSCOPY,"Automated identification of cell cycle phases captured via fluorescent microscopy technique is very important for cell cycle understanding and drug discovery. In this paper, we propose a novel cell detection method that utilizes both the intensity and shape information of cell to improve the segmentation quality. In contrast to conventional off-line learning algorithms for classification, our study necessitates the on-line adaptivity to accommodate the ever-changing experimental conditions. An online support vector classifier (OSVC) is thus proposed, which features the removal of support vectors from the old model and assigning the new training examples with different weights according to their importance. Experimental results show the proposed system is effective for cell imaging segmentation and cell phase identification in time-lapse microscopy",Microscopy;Image segmentation;Drugs;Biomedical imaging;Shape;Algorithm design and analysis;Cells (biology);Bioinformatics;Hospitals;Biological cells,INPROCEEDINGS,2007,2007 4th IEEE International Symposium on Biomedical Imaging: From Nano to Macro,10.1109/ISBI.2007.356789
PHASE-BASED SEGMENTATION OF CELLS FROM BRIGHTFIELD MICROSCOPY,"Segmentation of transparent cells in brightfield microscopy images could facilitate the quantitative analysis of corresponding fluorescence images. However, this presents a challenge due to irregular morphology and weak intensity variation, particularly in ultra-thin regions. A boundary detection technique is applied to a series of variable focus images whereby a level set contour is initialised on a defocused image with improved intensity contrast, and subsequently evolved towards the correct boundary using images of improving focus. Local phase coherence is used to identify features within the images, driving contour evolution particularly in near-focus images which lack intensity contrast. Preliminary results demonstrate the effectiveness of this approach in segmenting the main cell body regions",Fluorescence;Image segmentation;Level set;Focusing;Optical microscopy;Cancer;Visualization;Morphology;Drugs;Lenses,INPROCEEDINGS,2007,2007 4th IEEE International Symposium on Biomedical Imaging: From Nano to Macro,10.1109/ISBI.2007.356787
