PMID,title,Authors,Citation,First Author,Journal/Book,year,Create Date,PMCID,NIHMS ID,doi,abstract
28819229,Cryo-EM analysis of homodimeric full-length LRRK2 and LRRK1 protein complexes,"Sejwal K, Chami M, Rémigy H, Vancraenenbroeck R, Sibran W, Sütterlin R, Baumgartner P, McLeod R, Chartier-Harlin MC, Baekelandt V, Stahlberg H, Taymans JM.",Sci Rep. 2017 Aug 17;7(1):8667. doi: 10.1038/s41598-017-09126-z.,Sejwal K,Sci Rep,2017,2017/08/19,PMC5561129,,10.1038/s41598-017-09126-z,"Leucine-rich repeat kinase 2 (LRRK2) is a large multidomain protein implicated in the pathogenesis of both familial and sporadic Parkinson's disease (PD), and currently one of the most promising therapeutic targets for drug design in Parkinson's disease. In contrast, LRRK1, the closest homologue to LRRK2, does not play any role in PD. Here, we use cryo-electron microscopy (cryo-EM) and single particle analysis to gain structural insight into the full-length dimeric structures of LRRK2 and LRRK1. Differential scanning fluorimetry-based screening of purification buffers showed that elution of the purified LRRK2 protein in a high pH buffer is beneficial in obtaining high quality cryo-EM images. Next, analysis of the 3D maps generated from the cryo-EM data show 16 and 25 A resolution structures of full length LRRK2 and LRRK1, respectively, revealing the overall shape of the dimers with two-fold symmetric orientations of the protomers that is closely similar between the two proteins. These results suggest that dimerization mechanisms of both LRRKs are closely related and hence that specificities in functions of each LRRK are likely derived from LRRK2 and LRRK1's other biochemical functions. To our knowledge, this study is the first to provide 3D structural insights in LRRK2 and LRRK1 dimers in parallel."
28718848,"Label-free, high-throughput holographic screening and enumeration of tumor cells in blood","Singh DK, Ahrens CC, Li W, Vanapalli SA.",Lab Chip. 2017 Aug 22;17(17):2920-2932. doi: 10.1039/c7lc00149e.,Singh DK,Lab Chip,2017,2017/07/19,,,10.1039/c7lc00149e,"We introduce inline digital holographic microscopy (in-line DHM) as a label-free technique for detecting tumor cells in blood. The optimized DHM platform fingerprints every cell flowing through a microchannel at 10 000 cells per second, based on three features - size, maximum intensity and mean intensity. To identify tumor cells in a background of blood cells, we developed robust gating criteria using machine-learning approaches. We established classifiers from the features extracted from 100 000-cell training sets consisting of red blood cells, peripheral blood mononuclear cells and tumor cell lines. The optimized classifier was then applied to targeted features of a single cell in a mixed cell population to make quantitative cell-type predictions. We tested our classification system with tumor cells spiked at different levels into a background of lysed blood that contained predominantly peripheral blood mononuclear cells. Results show that our holographic screening method can readily detect as few as 10 tumor cells per mL, and can identify tumor cells at a false positive rate of at most 0.001%. This purely optical approach obviates the need for antibody labeling and allows large volumes of sample to be quickly processed. Moreover, our in-line DHM approach can be combined with existing circulation tumor cell enrichment strategies, making it a promising tool for label-free analysis of liquid-biopsy samples."
27639355,Defining thalamic nuclei and topographic connectivity gradients in vivo,"Lambert C, Simon H, Colman J, Barrick TR.",Neuroimage. 2017 Sep;158:466-479. doi: 10.1016/j.neuroimage.2016.08.028. Epub 2016 Sep 14.,Lambert C,Neuroimage,2017,2016/09/19,,,10.1016/j.neuroimage.2016.08.028,"The thalamus consists of multiple nuclei that have been previously defined by their chemoarchitectual and cytoarchitectual properties ex vivo. These form discrete, functionally specialized, territories with topographically arranged graduated patterns of connectivity. However, previous in vivo thalamic parcellation with MRI has been hindered by substantial inter-individual variability or discrepancies between MRI derived segmentations and histological sections. Here, we use the Euclidean distance to characterize probabilistic tractography distributions derived from diffusion MRI. We generate 12 feature maps by performing voxel-wise parameterization of the distance histograms (6 feature maps) and the distribution of three-dimensional distance transition gradients generated by applying a Sobel kernel to the distance metrics. We use these 12 feature maps to delineate individual thalamic nuclei, then extract the tractography profiles for each and calculate the voxel-wise tractography gradients. Within each thalamic nucleus, the tractography gradients were topographically arranged as distinct non-overlapping cortical networks with transitory overlapping mid-zones. This work significantly advances quantitative segmentation of the thalamus in vivo using 3T MRI. At an individual subject level, the thalamic segmentations consistently achieve a close relationship with a priori histological atlas information, and resolve in vivo topographic gradients within each thalamic nucleus for the first time. Additionally, these techniques allow individual thalamic nuclei to be closely aligned across large populations and generate measures of inter-individual variability that can be used to study both basic function and pathological processes in vivo."
27956463,Internal comparison standard for abdominal diffusion-weighted imaging,"Koc Z, Erbay G, Karadeli E.",Acta Radiol. 2017 Sep;58(9):1029-1036. doi: 10.1177/0284185116681040. Epub 2016 Dec 12.,Koc Z,Acta Radiol,2017,2016/12/14,,,10.1177/0284185116681040,"Background Standards for abdominal diffusion-weighted imaging (DWI), apparent diffusion coefficient (ADC) measurements, and analysis are required for reproducibility. Purpose To identify optimal internal comparison standards for DWI to normalize the measured ADC for increased accuracy of differentiating malignant and benign abdominal lesions. Material and Methods We retrospectively studied 97 lesions (89 patients; age, 57 +/- 13 years) with histopathologically confirmed abdominal disease. Seven normal body parts/contents (normal parenchyma, spleen, kidney, gallbladder bile, paraspinal muscle, spinal cord, and cerebrospinal fluid [CSF]) were assessed as internal references for possible use as comparison standards. Three observers performed ADC measurements. Statistical analyses included interclass correlation coefficients (ICCs), Mann-Whitney and Kruskal-Wallis tests, and coefficient of variation (CV). ROC analyses were performed to assess diagnostic accuracy of lesion ADC and normalized ADC for differentiating lesions. Pathology results were the reference standard. Results Mean and normalized ADCs were significantly lower for malignant lesions than for benign lesions ( P < 0.001). ICC was excellent for all internal references. Gallbladder had the lowest CV. Receiver operating characteristic (ROC) analyses showed that normalized ADCs obtained using normal parenchyma were better than lesion ADCs for differentiating malignant and benign abdominal lesions (area under the curve [AUC], 0.808 and 0.756, respectively). The normalized ADCs obtained using CSF shows higher accuracy than lesion ADCs (0.80 and 0.76, respectively) for differentiating between malignant and benign abdominal lesions. Conclusion The normal parenchyma from a lesion-detected organ can be used as an internal comparison standard for DWI. CSF can be used as a generalizable in plane reference standard."
28419509,Automatic diagnosis of vulvovaginal candidiasis from Pap smear images,"Momenzadeh M, Sehhati M, Mehri Dehnavi A, Talebi A, Rabbani H.",J Microsc. 2017 Sep;267(3):299-308. doi: 10.1111/jmi.12566. Epub 2017 Apr 17.,Momenzadeh M,J Microsc,2017,2017/04/19,,,10.1111/jmi.12566,"Vulvovaginal candidiasis (VVC) is the most common genital infections that are seen every day in clinics. This infection is due to excessive growth of Candida that are normally present in the vagina in small numbers. Diagnosis of VVC is routinely done by direct microscopy of Pap smear samples and searching for the Candida in the Pap smear glass slides. This manual method is subjective, time consuming, labour-intensive and tedious. This study presents a computer-aided diagnostic (CAD) method to improve human diagnosis of VVC. The proposed CAD method reduces the diagnostic time and also can be worked as a second objective opinion for pathologists. Our main objective is detection and extraction of mycelium and conidium of Candida fungus from microscopic images of Pap smear samples. In this regard, the proposed method is composed of three main phases, namely preprocessing, segmentation, feature extraction and classification. At the first phase, bottom-hat filtering is used for elimination of the cervical cells and separating the background. Then decorrelation stretching and colour K-means clustering are used for Candida segmentation. Finally the extracted features used by a decision tree classifier to detect Candida from other parts of smear. The proposed method was evaluated on 200 Pap smear images and showed specificity of 99.83% and 99.62% and sensitivity of 92.18% and 94.53% for detection of mycelium and conidium, respectively."
28555888,Computerized detection of leukocytes in microscopic leukorrhea images,"Zhang J, Zhong Y, Wang X, Ni G, Du X, Liu J, Liu L, Liu Y.",Med Phys. 2017 Sep;44(9):4620-4629. doi: 10.1002/mp.12381. Epub 2017 Jul 18.,Zhang J,Med Phys,2017,2017/05/31,,,10.1002/mp.12381,"PURPOSE: Detection of leukocytes is critical for the routine leukorrhea exam, which is widely used in gynecological examinations. An elevated vaginal leukocyte count in women with bacterial vaginosis is a strong predictor of vaginal or cervical infections. In the routine leukorrhea exam, the counting of leukocytes is primarily performed by manual techniques. However, the viewing and counting of leukocytes from multiple high-power viewing fields on a glass slide under a microscope leads to subjectivity, low efficiency, and low accuracy. To date, many biological cells in stool, blood, and breast cancer have been studied to realize computerized detection; however, the detection of leukocytes in microscopic leukorrhea images has not been studied. Thus, there is an increasing need for computerized detection of leukocytes. METHODS: There are two key processes in the computerized detection of leukocytes in digital image processing. One is segmentation; the other is intelligent classification. In this paper, we propose a combined ensemble to detect leukocytes in the microscopic leukorrhea image. After image segmentation and selecting likely leukocyte subimages, we obtain the leukocyte candidates. Then, for intelligent classification, we adopt two methods: feature extraction and classification by a support vector machine (SVM); applying a modified convolutional neural network (CNN) to the larger subimages. If different methods classify a candidate in the same category, the process is finished. If not, the outputs of the methods are provided to a classifier to further classify the candidate. RESULTS: After acquiring leukocyte candidates, we attempted three methods to perform classification. The first approach using features and SVM achieved 88% sensitivity, 97% specificity, and 92.5% accuracy. The second method using CNN achieved 95% sensitivity, 84% specificity, and 89.5% accuracy. Then, in the combination approach, we achieved 92% sensitivity, 95% specificity, and 93.5% accuracy. Finally, the images with marked and counted leukocytes were obtained. CONCLUSION: A novel computerized detection system was developed for automated detection of leukocytes in microscopic images. Different methods resulted in comparable overall qualities by enabling computerized detection of leukocytes. The proposed approach further improved the performance. This preliminary study proves the feasibility of computerized detection of leukocytes in clinical use."
28862340,In Vitro Reconstitution of the Endoplasmic Reticulum,"Ferencz CM, Guigas G, Veres A, Neumann B, Stemmann O, Weiss M.",Curr Protoc Cell Biol. 2017 Sep 1;76:11.22.1-11.22.16. doi: 10.1002/cpcb.30.,Ferencz CM,Curr Protoc Cell Biol,2017,2017/09/02,,,10.1002/cpcb.30,"Reconstitution of cellular organelles in vitro offers the possibility to perform quantitative and qualitative experiments in a controlled environment that cannot be done with the same accuracy in living cells. Following a previous report, the subsequent list of protocols describes how to reconstitute and quantify a tubular ER network in vitro based on purified microsomes from culture cells and cytosol from Xenopus laevis egg extracts. Biological material preparation and reconstitution assays require mostly basic laboratory instrumentation and chemicals, and can be executed without any specific training, making them appealing to a wide range of laboratories. Moreover, to promote conditions that are markedly more reflective of in vivo environments, this method describes for the first time in the literature, the purification of microsomes from HeLa cells in some detail. Basic Protocol 1 in this article describes the reconstitution process on different substrates including the associated fluorescence imaging process. Purification of ER microsomes and cytosol, both of which are needed for this approach, are described in detail in Support Protocols 1 and 2, respectively. Coating of surfaces with polyacrylamide gels is described in Support Protocol 3. Basic Protocol 2 outlines how to segment and skeletonize fluorescence images of ER networks, and how to quantify segment lengths between the network's branching points. The described quantitative evaluation provides a meaningful approach to analyze the topology and geometry of organelle structures. (c) 2017 by John Wiley & Sons, Inc."
28878217,In Vivo Confocal Microscopy Evaluation of Ocular Surface with Graft-Versus-Host Disease-Related Dry Eye Disease,"He J, Ogawa Y, Mukai S, Saijo-Ban Y, Kamoi M, Uchino M, Yamane M, Ozawa N, Fukui M, Mori T, Okamoto S, Tsubota K.",Sci Rep. 2017 Sep 6;7(1):10720. doi: 10.1038/s41598-017-10237-w.,He J,Sci Rep,2017,2017/09/08,PMC5587759,,10.1038/s41598-017-10237-w,"Dry eye disease (DED) is often elicited by graft-versus-host disease (GVHD), an extensive complication of hematopoietic stem cell transplantation (HSCT). To unravel the mechanism of this type of DED, in vivo confocal microscopy (IVCM) was used to investigate alterations in the state of the sub-basal nerves, dendritic cells (DCs) and globular immune cells (GICs) in the central cornea and limbal epithelia. In this study, we examined 12 HSCT recipients with GVHD-caused DED and 10 HSCT recipients without GVHD-associated DED and evaluated the clinical parameters in the 2 groups. Analysis of the central cornea and limbal epithelia using IVCM was conducted to investigate the density of the corneal sub-basal nerves, DCs and GICs as well as the tortuosity and branching of the sub-basal nerves. As suggested by our data, the clinical variables in the GVHD group were significantly different from those in the non-GVHD group. Additionally, GVHD-triggered DED conceivably increased the density of DCs and GICs in the central cornea and the density of DCs in limbal epithelia and altered the morphology of the sub-basal nerves. These phenomena are presumably correlated with the degree of inflammation. Thus, our findings may be translated into non-invasive diagnostic methods that indicate the severity of inflammation on the ocular surface in HSCT recipients."
28956810,Challenges for Super-Resolution Localization Microscopy and Biomolecular Fluorescent Nano-Probing in Cancer Research,"Hausmann M, Ilić N, Pilarczyk G, Lee JH, Logeswaran A, Borroni AP, Krufczik M, Theda F, Waltrich N, Bestvater F, Hildenbrand G, Cremer C, Blank M.",Int J Mol Sci. 2017 Sep 28;18(10):2066. doi: 10.3390/ijms18102066.,Hausmann M,Int J Mol Sci,2017,2017/09/29,PMC5666748,,10.3390/ijms18102066,"Understanding molecular interactions and regulatory mechanisms in tumor initiation, progression, and treatment response are key requirements towards advanced cancer diagnosis and novel treatment procedures in personalized medicine. Beyond decoding the gene expression, malfunctioning and cancer-related epigenetic pathways, investigations of the spatial receptor arrangements in membranes and genome organization in cell nuclei, on the nano-scale, contribute to elucidating complex molecular mechanisms in cells and tissues. By these means, the correlation between cell function and spatial organization of molecules or molecular complexes can be studied, with respect to carcinogenesis, tumor sensitivity or tumor resistance to anticancer therapies, like radiation or antibody treatment. Here, we present several new applications for bio-molecular nano-probes and super-resolution, laser fluorescence localization microscopy and their potential in life sciences, especially in biomedical and cancer research. By means of a tool-box of fluorescent antibodies, green fluorescent protein (GFP) tagging, or specific oligonucleotides, we present tumor relevant re-arrangements of Erb-receptors in membranes, spatial organization of Smad specific ubiquitin protein ligase 2 (Smurf2) in the cytosol, tumor cell characteristic heterochromatin organization, and molecular re-arrangements induced by radiation or antibody treatment. The main purpose of this article is to demonstrate how nano-scaled distance measurements between bio-molecules, tagged by appropriate nano-probes, can be applied to elucidate structures and conformations of molecular complexes which are characteristic of tumorigenesis and treatment responses. These applications open new avenues towards a better interpretation of the spatial organization and treatment responses of functionally relevant molecules, at the single cell level, in normal and cancer cells, offering new potentials for individualized medicine."
28963483,Label-free detection of cellular drug responses by high-throughput bright-field imaging and machine learning,"Kobayashi H, Lei C, Wu Y, Mao A, Jiang Y, Guo B, Ozeki Y, Goda K.",Sci Rep. 2017 Sep 29;7(1):12454. doi: 10.1038/s41598-017-12378-4.,Kobayashi H,Sci Rep,2017,2017/10/01,PMC5622112,,10.1038/s41598-017-12378-4,"In the last decade, high-content screening based on multivariate single-cell imaging has been proven effective in drug discovery to evaluate drug-induced phenotypic variations. Unfortunately, this method inherently requires fluorescent labeling which has several drawbacks. Here we present a label-free method for evaluating cellular drug responses only by high-throughput bright-field imaging with the aid of machine learning algorithms. Specifically, we performed high-throughput bright-field imaging of numerous drug-treated and -untreated cells (N = ~240,000) by optofluidic time-stretch microscopy with high throughput up to 10,000 cells/s and applied machine learning to the cell images to identify their morphological variations which are too subtle for human eyes to detect. Consequently, we achieved a high accuracy of 92% in distinguishing drug-treated and -untreated cells without the need for labeling. Furthermore, we also demonstrated that dose-dependent, drug-induced morphological change from different experiments can be inferred from the classification accuracy of a single classification model. Our work lays the groundwork for label-free drug screening in pharmaceutical science and industry."
28556893,A component-by-component characterisation of high-risk atherosclerotic plaques by multiphoton microscopic imaging,"Jain M, Wu B, Pisapia D, Salvatore S, Mukherjee S, Narula N.",J Microsc. 2017 Oct;268(1):39-44. doi: 10.1111/jmi.12584. Epub 2017 May 30.,Jain M,J Microsc,2017,2017/05/31,,,10.1111/jmi.12584,"AIMS: Atherosclerotic plaques vulnerable to rupture are almost always inflamed, and carry a large lipid core covered by a thin fibrous cap. The other components may include neovascularisation, intraplaque haemorrhage and spotty calcification. In contrast, stable plaques are characterised by a predominance of smooth muscle cells and collagen, and lipid core is usually deep seated or absent. This study is a proof of principle experiment to evaluate the feasibility of multiphoton microscopy (MPM) to identify aforementioned plaque components. METHODS AND RESULTS: MPM is a nonlinear optical technique that allows imaging based on intrinsic tissue signals including autofluorescence and higher-order scattering. In our study, MPM imaging was performed on morphologically diverse aortic and coronary artery plaques obtained during autopsy. Various histologically verified plaque components including macrophages, cholesterol crystals, haemorrhage, collagen and calcification were recognised by MPM. CONCLUSIONS: Recognition of the distinct signatures of various plaque components suggests that MPM has the potential to offer next-generation characterisation of atherosclerotic plaques. The higher lateral resolution (comparable to histology) images generated by MPM for identifying plaque components might complement larger field of view and greater imaging depth currently available with optical coherence tomography imaging. As the next step MPM would need to be evaluated for intact vessel imaging ex vivo and in vivo."
28624073,Predicting extension of cracks to the root from the dimensions in the crown: A preliminary in vitro study,"Chen M, Fu K, Qiao F, Zhang X, Fan Y, Wang L, Li P, Wu Z, Wu L.",J Am Dent Assoc. 2017 Oct;148(10):737-742. doi: 10.1016/j.adaj.2017.05.013. Epub 2017 Jun 16.,Chen M,J Am Dent Assoc,2017,2017/06/19,,,10.1016/j.adaj.2017.05.013,"BACKGROUND: In this study, the authors investigated whether extension of a tooth crack into the root can be predicted by the appearance of the crack in the crown in vitro. METHODS: The authors obtained 22 cracked teeth from 22 patients who underwent extraction, and they scanned the teeth using microcomputed tomography. The length and width of the crack on the occlusal surface (LOS and WOS, respectively) and the length of the crack on the proximal surface (LCPS) were measured on 3-dimensional reconstruction images. The pulp chamber roof was penetrated and removed. A crack line visible under the microscope only on the access cavity wall rather than extending to the bottom of the pulp chamber was termed a ""nonroot crack."" A crack seen at the bottom of the pulp chamber or root wall was termed a ""root crack."" The authors analyzed the data using Pearson correlation coefficients and receiver operating characteristic curves. RESULTS: There was a significant correlation between the LOS and LCPS (correlation coefficient, 0.782; P < .001) and between the WOS and LCPS (correlation coefficient, 0.651; P < .05). The LCPS increased by 1.195 millimeters for every 1-mm increase in the LOS. The area under the receiver operating characteristic curve was 0.839 (95% confidence interval, 0.659 to 1.000) for LOS and 0.760 (95% confidence interval, 0.557 to 0.964) for WOS. CONCLUSIONS: The extent of a crown crack may indicate how far the crack extends to the root. Both the LOS and WOS may be valuable for assessing whether a crack involves the root, although the LOS seems to be more useful. PRACTICAL IMPLICATIONS: The dimensions of a crack in a crown provide a helpful approach for predicting the depth of the crack and its likely prognosis."
28783538,Conceptual data sampling for breast cancer histology image classification,"Rezk E, Awan Z, Islam F, Jaoua A, Al Maadeed S, Zhang N, Das G, Rajpoot N.",Comput Biol Med. 2017 Oct 1;89:59-67. doi: 10.1016/j.compbiomed.2017.07.018. Epub 2017 Jul 29.,Rezk E,Comput Biol Med,2017,2017/08/08,,,10.1016/j.compbiomed.2017.07.018,"Data analytics have become increasingly complicated as the amount of data has increased. One technique that is used to enable data analytics in large datasets is data sampling, in which a portion of the data is selected to preserve the data characteristics for use in data analytics. In this paper, we introduce a novel data sampling technique that is rooted in formal concept analysis theory. This technique is used to create samples reliant on the data distribution across a set of binary patterns. The proposed sampling technique is applied in classifying the regions of breast cancer histology images as malignant or benign. The performance of our method is compared to other classical sampling methods. The results indicate that our method is efficient and generates an illustrative sample of small size. It is also competing with other sampling methods in terms of sample size and sample quality represented in classification accuracy and F1 measure."
28830688,Non-linear optical imaging and quantitative analysis of the pathological changes in normal and carcinomatous human colorectal muscularis,"Xia G, Zhi W, Zou Y, Wang L, Wang C, Peng R, Hu X.",Pathology. 2017 Oct;49(6):627-632. doi: 10.1016/j.pathol.2017.06.002. Epub 2017 Aug 19.,Xia G,Pathology,2017,2017/08/24,,,10.1016/j.pathol.2017.06.002,"Non-linear optical (NLO) imaging based on two-photon excitation (2PE) and second harmonic generation (SHG) has been widely used to image microstructures of biomedical specimens over the last two decades. We employed NLO imaging technology to investigate the histology of normal and carcinomatous human colorectal muscularis in transverse and longitudinal views. Results show there are different patterns of pathological changes of muscularis in tissue structure and cell morphology from both views. The NLO imaging provides identical histological information as the H&E images but requires neither stain nor tissue processing. Our study indicates that NLO imaging technology shows more detailed microstructure, which is a critical complementary tool in pathological diagnosis of colorectal tumours. It suggests that NLO imaging could be a very important diagnostic tool to help pathologists realise the real time early detection of human colorectal tumours in the foreseeable future."
28969383,A ventral glomerular deficit in Parkinson's disease revealed by whole olfactory bulb reconstruction,"Zapiec B, Dieriks BV, Tan S, Faull RLM, Mombaerts P, Curtis MA.",Brain. 2017 Oct 1;140(10):2722-2736. doi: 10.1093/brain/awx208.,Zapiec B,Brain,2017,2017/10/04,PMC5841151,,10.1093/brain/awx208,"Olfactory dysfunction is common in Parkinson's disease and is an early symptom, but its pathogenesis remains poorly understood. Hindering progress in our mechanistic understanding of olfactory dysfunction in Parkinson's disease is the paucity of literature about the human olfactory bulb, both from normal and Parkinson's disease cases. Qualitatively it is well established that the neat arrangement of the glomerular array seen in the mouse olfactory bulb is missing in humans. But rigorous quantitative approaches to describe and compare the thousands of glomeruli in the human olfactory bulb are not available. Here we report a quantitative approach to describe the glomerular component of the human olfactory bulb, and its application to draw statistical comparisons between olfactory bulbs from normal and Parkinson's disease cases. We subjected horizontal 10 microm sections of olfactory bulbs from six normal and five Parkinson's disease cases to fluorescence immunohistochemistry with antibodies against vesicular glutamate transporter-2 and neural cell adhesion molecule. We scanned the immunostained sections with a fluorescence slide scanner, segmented the glomeruli, and generated 3D reconstructions of whole olfactory bulbs. We document the occurrence of atypical glomerular morphologies and glomerular-like structures deep in the olfactory bulb, both in normal and Parkinson's disease cases. We define a novel and objective parameter: the global glomerular voxel volume, which is the total volume of all voxels that are classified immunohistochemically as glomerular. We find that the global glomerular voxel volume in Parkinson's disease cases is half that of normal cases. The distribution of glomerular voxels along the dorsal-ventral dimension of the olfactory bulb in these series of horizontal sections is significantly altered in Parkinson's disease cases: whereas most glomerular voxels reside within the ventral half of olfactory bulbs from normal cases, glomerular voxels are more evenly spread among the ventral and dorsal halves of olfactory bulbs from Parkinson's disease cases. These quantitative whole-olfactory bulb analyses indicate a predominantly ventral deficit in the glomerular component in Parkinson's disease, consistent with the olfactory vector hypothesis for the pathogenesis of this neurodegenerative disease. The distribution of serine 129-phosphorylated alpha-synuclein immunoreactive voxels correlates with that of glomerular voxels. The higher the serine 129-phosphorylated alpha-synuclein load of an olfactory bulb from a Parkinson's disease case, the lower the global glomerular voxel volume. Our rigorous quantitative approach to the whole olfactory bulb will help understand the anatomy and histology of the normal human olfactory bulb and its pathological alterations in Parkinson's disease."
29055390,Mycoplasma infection followed by time-lapse microscopy,"Talas L, Banfalvi G, Fidrus E, Szigeti ZM, Nagy G.",Med Hypotheses. 2017 Oct;108:154-158. doi: 10.1016/j.mehy.2017.09.004. Epub 2017 Sep 7.,Talas L,Med Hypotheses,2017,2017/10/23,,,10.1016/j.mehy.2017.09.004,"Early detection of mycoplasma infection is crucial for saving precious often irreplaceable data from the tissues of patients. Mycoplasma infections cause diseases in the upper and lower respiratory tracts, urethritis in men resulting in painful dysuria, urgency and urethral discharge. Cough, fever, headache, urethritis may persist for several weeks and convalescence is slow. The symptoms of these diseases are aggravated by the detection of mycoplasma infections, that takes either a long time, besides being expensive or is specific and restricted to only a limited number of contaminant strains. Mycoplasmas are hard to detect visually but could be seen and followed by time-lapse microscopy. Our hypothesis is that one can detect mycoplasma infection irrespective of its origin and type of mycoplasma. Main lines of supporting evidence are provided by the time-lapse microscopy showing dynamic morphological alterations caused by mycoplasmas before changes in human cell cultures become visible. Morphometric measurements of mycoplasma infections revealed four subphases: i) detachment of infected cells, ii) aggregation, iii) biofilm formation and iv) shrinkage of infected cells. The applicability of time-lapse microscopy for the detection of mycoplasma infection was validated by a mycoplasma test Kit. Most important implications related to morphometric parameters include the observation of mycoplasma infected cultures for an extended period of time instead of applying static snap-shot microscopy. A reliable method is offered to estimate the time of mycoplasma exposure that elapsed during the cell growth. This microphotometric approach served a more economical detection of mycoplasma contamination at its early stage of cell growth and spread, irrespective of the origin of contaminated serum, without defining the type of mycoplasma."
29162012,Meeting Report: Tissue-based Image Analysis,"Saravanan C, Schumacher V, Brown D, Dunstan R, Galarneau JR, Odin M, Mishra S.",Toxicol Pathol. 2017 Oct;45(7):983-1003. doi: 10.1177/0192623317737468.,Saravanan C,Toxicol Pathol,2017,2017/11/23,,,10.1177/0192623317737468,"Quantitative image analysis (IA) is a rapidly evolving area of digital pathology. Although not a new concept, the quantification of histological features on photomicrographs used to be cumbersome, resource-intensive, and limited to specialists and specialized laboratories. Recent technological advances like highly efficient automated whole slide digitizer (scanner) systems, innovative IA platforms, and the emergence of pathologist-friendly image annotation and analysis systems mean that quantification of features on histological digital images will become increasingly prominent in pathologists' daily professional lives. The added value of quantitative IA in pathology includes confirmation of equivocal findings noted by a pathologist, increasing the sensitivity of feature detection, quantification of signal intensity, and improving efficiency. There is no denying that quantitative IA is part of the future of pathology; however, there are also several potential pitfalls when trying to estimate volumetric features from limited 2-dimensional sections. This continuing education session on quantitative IA offered a broad overview of the field; a hands-on toxicologic pathologist experience with IA principles, tools, and workflows; a discussion on how to apply basic stereology principles in order to minimize bias in IA; and finally, a reflection on the future of IA in the toxicologic pathology field."
29323059,Histological and morphometric analysis of dilated cardiomyopathy with special reference to collagen IV expression,"Jain P, Arava S, Seth S, Lalwani S, Ray R.",Indian J Pathol Microbiol. 2017 Oct-Dec;60(4):481-486. doi: 10.4103/IJPM.IJPM_213_16.,Jain P,Indian J Pathol Microbiol,2017,2018/01/12,,,10.4103/IJPM.IJPM_213_16,"INTRODUCTION: Collagen distribution alterations are well known in dilated cardiomyopathy. There are also changes in microvasculature along with other histomorphorphological features. AIMS AND OBJECTIVES: To study the histomorphological features of DCM along with their quantitative correlation with LVEF. Alterations in collagen IV distribution pattern and microvasculature in DCM were also evaluated. MATERIALS AND METHODS: The present study includes 34 right ventricular endomyocardial biopsies, 7 explanted native hearts and 41 autopsy control hearts. Sections were taken from lower half of right interventricular septum and stained for H and E, Masson trichrome and immunohistochemistry for CD34, SMA and Collagen IV to study the histological features, pattern of fibrosis, capillary and arteriolar distribution and collagen IV expression respectively. Morphometric analysis was carried out in all cases and controls using Image analysis software Image pro plus 7 and correlated with left ventricular ejection fraction. RESULTS: The histomorphological changes of DCM include myocyte hypertrophy, nucleomegaly, and interstitial fibrosis. Interfiber fibrosis was the commonest. There was evidence of myocarditis, ischemic change and vessel wall alterations. Considerable alteration in Collagen IV distribution was observed with reduction in intensity and proportion of staining around myocytes quantified using Allred scoring against uniform pericellular staining in controls. Morphometric analysis revealed significant increase in nuclear area, myocyte width, percentage of fibrosis and reduction in capillary myocyte ratio in cases as compared to controls. There was no significant difference in arteriolar density. No significant association was observed between morphometric parameters and LVEF. CONCLUSION: Histomorphological changes in DCM are non-specific. Quantitation of histological parameters cannot be used to predict the disease progression as there was no significant correlation with LVEF. There is appreciable alteration in Collagen IV distribution in DCM owing to extracellular matrix alterations."
29023572,Computer aided detection in prostate cancer diagnostics: A promising alternative to biopsy? A retrospective study from 104 lesions with histological ground truth,"Thon A, Teichgräber U, Tennstedt-Schenk C, Hadjidemetriou S, Winzler S, Malich A, Papageorgiou I.",PLoS One. 2017 Oct 12;12(10):e0185995. doi: 10.1371/journal.pone.0185995. eCollection 2017.,Thon A,PLoS One,2017,2017/10/13,PMC5638330,,10.1371/journal.pone.0185995,"BACKGROUND: Prostate cancer (PCa) diagnosis by means of multiparametric magnetic resonance imaging (mpMRI) is a current challenge for the development of computer-aided detection (CAD) tools. An innovative CAD-software (Watson Elementary) was proposed to achieve high sensitivity and specificity, as well as to allege a correlate to Gleason grade. AIM/OBJECTIVE: To assess the performance of Watson Elementary in automated PCa diagnosis in our hospital s database of MRI-guided prostate biopsies. METHODS: The evaluation was retrospective for 104 lesions (47 PCa, 57 benign) from 79, 64.61+/-6.64 year old patients using 3T T2-weighted imaging, Apparent Diffusion Coefficient (ADC) maps and dynamic contrast enhancement series. Watson Elementary utilizes signal intensity, diffusion properties and kinetic profile to compute a proportional Gleason grade predictor, termed Malignancy Attention Index (MAI). The analysis focused on (i) the CAD sensitivity and specificity to classify suspect lesions and (ii) the MAI correlation with the histopathological ground truth. RESULTS: The software revealed a sensitivity of 46.80% for PCa classification. The specificity for PCa was found to be 75.43% with a positive predictive value of 61.11%, a negative predictive value of 63.23% and a false discovery rate of 38.89%. CAD classified PCa and benign lesions with equal probability (P 0.06, chi2 test). Accordingly, receiver operating characteristic analysis suggests a poor predictive value for MAI with an area under curve of 0.65 (P 0.02), which is not superior to the performance of board certified observers. Moreover, MAI revealed no significant correlation with Gleason grade (P 0.60, Pearson s correlation). CONCLUSION: The tested CAD software for mpMRI analysis was a weak PCa biomarker in this dataset. Targeted prostate biopsy and histology remains the gold standard for prostate cancer diagnosis."
